PERÍODO;UNIDADES;TOTAL;ID LOJA;;;;;;
27/04/2023;AVENIDA;15137;103;;;;;;
28/04/2023;AVENIDA;17787;103;;;;;;
29/04/2023;AVENIDA;21551;103;;;;;;
30/04/2023;AVENIDA;4182;103;;;;;;
01/04/2023;BOA VISTA SHOPPING;3994;701;;;;;;
02/04/2023;BOA VISTA SHOPPING;3180;701;;;;;;
03/04/2023;BOA VISTA SHOPPING;3396;701;;;;;;
04/04/2023;BOA VISTA SHOPPING;3278;701;;;;;;
05/04/2023;BOA VISTA SHOPPING;3406;701;;;;;;
06/04/2023;BOA VISTA SHOPPING;4048;701;;;;;;
07/04/2023;BOA VISTA SHOPPING;3734;701;;;;;;
08/04/2023;BOA VISTA SHOPPING;4563;701;;;;;;
09/04/2023;BOA VISTA SHOPPING;3458;701;;;;;;
10/04/2023;BOA VISTA SHOPPING;3542;701;;;;;;
11/04/2023;BOA VISTA SHOPPING;3217;701;;;;;;
12/04/2023;BOA VISTA SHOPPING;3084;701;;;;;;
13/04/2023;BOA VISTA SHOPPING;2869;701;;;;;;
14/04/2023;BOA VISTA SHOPPING;2945;701;;;;;;
15/04/2023;BOA VISTA SHOPPING;4268;701;;;;;;
16/04/2023;BOA VISTA SHOPPING;2957;701;;;;;;
17/04/2023;BOA VISTA SHOPPING;3054;701;;;;;;
18/04/2023;BOA VISTA SHOPPING;2912;701;;;;;;
19/04/2023;BOA VISTA SHOPPING;2986;701;;;;;;
20/04/2023;BOA VISTA SHOPPING;2880;701;;;;;;
21/04/2023;BOA VISTA SHOPPING;3202;701;;;;;;
22/04/2023;BOA VISTA SHOPPING;3960;701;;;;;;
23/04/2023;BOA VISTA SHOPPING;3046;701;;;;;;
24/04/2023;BOA VISTA SHOPPING;3015;701;;;;;;
25/04/2023;BOA VISTA SHOPPING;2885;701;;;;;;
26/04/2023;BOA VISTA SHOPPING;2930;701;;;;;;
27/04/2023;BOA VISTA SHOPPING;2870;701;;;;;;
28/04/2023;BOA VISTA SHOPPING;3496;701;;;;;;
29/04/2023;BOA VISTA SHOPPING;4423;701;;;;;;
30/04/2023;BOA VISTA SHOPPING;3498;701;;;;;;
01/04/2023;CAMAPUÃ;11220;118;;;;;;
02/04/2023;CAMAPUÃ;4989;118;;;;;;
03/04/2023;CAMAPUÃ;9797;118;;;;;;
04/04/2023;CAMAPUÃ;8532;118;;;;;;
05/04/2023;CAMAPUÃ;8878;118;;;;;;
06/04/2023;CAMAPUÃ;597;118;;;;;;
26/04/2023;CAMAPUÃ;1726;118;;;;;;
27/04/2023;CAMAPUÃ;4439;118;;;;;;
28/04/2023;CAMAPUÃ;5108;118;;;;;;
29/04/2023;CAMAPUÃ;1592;118;;;;;;
30/04/2023;CAMAPUÃ;2533;118;;;;;;
01/04/2023;CIDADE NOVA;6307;115;;;;;;
02/04/2023;CIDADE NOVA;4212;115;;;;;;
03/04/2023;CIDADE NOVA;5103;115;;;;;;
04/04/2023;CIDADE NOVA;4735;115;;;;;;
05/04/2023;CIDADE NOVA;5482;115;;;;;;
06/04/2023;CIDADE NOVA;6063;115;;;;;;
07/04/2023;CIDADE NOVA;4987;115;;;;;;
08/04/2023;CIDADE NOVA;6301;115;;;;;;
09/04/2023;CIDADE NOVA;3362;115;;;;;;
10/04/2023;CIDADE NOVA;5554;115;;;;;;
11/04/2023;CIDADE NOVA;4883;115;;;;;;
12/04/2023;CIDADE NOVA;4285;115;;;;;;
13/04/2023;CIDADE NOVA;3633;115;;;;;;
14/04/2023;CIDADE NOVA;4064;115;;;;;;
15/04/2023;CIDADE NOVA;5598;115;;;;;;
16/04/2023;CIDADE NOVA;3858;115;;;;;;
17/04/2023;CIDADE NOVA;4361;115;;;;;;
18/04/2023;CIDADE NOVA;4235;115;;;;;;
19/04/2023;CIDADE NOVA;4340;115;;;;;;
20/04/2023;CIDADE NOVA;4848;115;;;;;;
21/04/2023;CIDADE NOVA;5286;115;;;;;;
22/04/2023;CIDADE NOVA;4816;115;;;;;;
23/04/2023;CIDADE NOVA;3582;115;;;;;;
24/04/2023;CIDADE NOVA;4721;115;;;;;;
25/04/2023;CIDADE NOVA;4190;115;;;;;;
26/04/2023;CIDADE NOVA;4417;115;;;;;;
27/04/2023;CIDADE NOVA;4922;115;;;;;;
28/04/2023;CIDADE NOVA;5645;115;;;;;;
29/04/2023;CIDADE NOVA;6720;115;;;;;;
30/04/2023;CIDADE NOVA;3999;115;;;;;;
01/04/2023;EDUCANDOS;2539;105;;;;;;
02/04/2023;EDUCANDOS;846;105;;;;;;
03/04/2023;EDUCANDOS;2393;105;;;;;;
04/04/2023;EDUCANDOS;2248;105;;;;;;
05/04/2023;EDUCANDOS;2035;105;;;;;;
06/04/2023;EDUCANDOS;2283;105;;;;;;
07/04/2023;EDUCANDOS;792;105;;;;;;
08/04/2023;EDUCANDOS;1906;105;;;;;;
09/04/2023;EDUCANDOS;717;105;;;;;;
10/04/2023;EDUCANDOS;2063;105;;;;;;
11/04/2023;EDUCANDOS;1812;105;;;;;;
12/04/2023;EDUCANDOS;1659;105;;;;;;
13/04/2023;EDUCANDOS;1450;105;;;;;;
14/04/2023;EDUCANDOS;1882;105;;;;;;
15/04/2023;EDUCANDOS;1880;105;;;;;;
16/04/2023;EDUCANDOS;629;105;;;;;;
17/04/2023;EDUCANDOS;1741;105;;;;;;
18/04/2023;EDUCANDOS;1740;105;;;;;;
19/04/2023;EDUCANDOS;1749;105;;;;;;
20/04/2023;EDUCANDOS;1957;105;;;;;;
21/04/2023;EDUCANDOS;994;105;;;;;;
22/04/2023;EDUCANDOS;1564;105;;;;;;
23/04/2023;EDUCANDOS;640;105;;;;;;
24/04/2023;EDUCANDOS;1936;105;;;;;;
25/04/2023;EDUCANDOS;1717;105;;;;;;
26/04/2023;EDUCANDOS;1753;105;;;;;;
27/04/2023;EDUCANDOS;1862;105;;;;;;
28/04/2023;EDUCANDOS;1929;105;;;;;;
29/04/2023;EDUCANDOS;2048;105;;;;;;
30/04/2023;EDUCANDOS;790;105;;;;;;
01/04/2023;GRANDE CIRCULAR;6468;109;;;;;;
02/04/2023;GRANDE CIRCULAR;3870;109;;;;;;
03/04/2023;GRANDE CIRCULAR;4988;109;;;;;;
04/04/2023;GRANDE CIRCULAR;4459;109;;;;;;
05/04/2023;GRANDE CIRCULAR;5216;109;;;;;;
06/04/2023;GRANDE CIRCULAR;6265;109;;;;;;
07/04/2023;GRANDE CIRCULAR;4761;109;;;;;;
08/04/2023;GRANDE CIRCULAR;7264;109;;;;;;
09/04/2023;GRANDE CIRCULAR;3149;109;;;;;;
10/04/2023;GRANDE CIRCULAR;4956;109;;;;;;
11/04/2023;GRANDE CIRCULAR;4394;109;;;;;;
12/04/2023;GRANDE CIRCULAR;3767;109;;;;;;
13/04/2023;GRANDE CIRCULAR;3751;109;;;;;;
14/04/2023;GRANDE CIRCULAR;4444;109;;;;;;
15/04/2023;GRANDE CIRCULAR;6259;109;;;;;;
16/04/2023;GRANDE CIRCULAR;3504;109;;;;;;
17/04/2023;GRANDE CIRCULAR;4599;109;;;;;;
18/04/2023;GRANDE CIRCULAR;4458;109;;;;;;
19/04/2023;GRANDE CIRCULAR;4343;109;;;;;;
20/04/2023;GRANDE CIRCULAR;4865;109;;;;;;
21/04/2023;GRANDE CIRCULAR;5464;109;;;;;;
22/04/2023;GRANDE CIRCULAR;4436;109;;;;;;
23/04/2023;GRANDE CIRCULAR;3106;109;;;;;;
24/04/2023;GRANDE CIRCULAR;4395;109;;;;;;
25/04/2023;GRANDE CIRCULAR;4350;109;;;;;;
26/04/2023;GRANDE CIRCULAR;3842;109;;;;;;
27/04/2023;GRANDE CIRCULAR;4022;109;;;;;;
28/04/2023;GRANDE CIRCULAR;5109;109;;;;;;
29/04/2023;GRANDE CIRCULAR;6660;109;;;;;;
30/04/2023;GRANDE CIRCULAR;3727;109;;;;;;
12/04/2023;IRANDUBA;636;550;;;;;;
13/04/2023;IRANDUBA;598;550;;;;;;
14/04/2023;IRANDUBA;711;550;;;;;;
15/04/2023;IRANDUBA;723;550;;;;;;
16/04/2023;IRANDUBA;209;550;;;;;;
17/04/2023;IRANDUBA;779;550;;;;;;
18/04/2023;IRANDUBA;694;550;;;;;;
19/04/2023;IRANDUBA;758;550;;;;;;
20/04/2023;IRANDUBA;693;550;;;;;;
21/04/2023;IRANDUBA;258;550;;;;;;
22/04/2023;IRANDUBA;681;550;;;;;;
23/04/2023;IRANDUBA;352;550;;;;;;
24/04/2023;IRANDUBA;709;550;;;;;;
25/04/2023;IRANDUBA;681;550;;;;;;
26/04/2023;IRANDUBA;732;550;;;;;;
27/04/2023;IRANDUBA;813;550;;;;;;
28/04/2023;IRANDUBA;858;550;;;;;;
29/04/2023;IRANDUBA;862;550;;;;;;
30/04/2023;IRANDUBA;509;550;;;;;;
01/04/2023;ITACOATIARA;2964;510;;;;;;
02/04/2023;ITACOATIARA;320;510;;;;;;
03/04/2023;ITACOATIARA;3479;510;;;;;;
04/04/2023;ITACOATIARA;2636;510;;;;;;
05/04/2023;ITACOATIARA;2499;510;;;;;;
06/04/2023;ITACOATIARA;2665;510;;;;;;
07/04/2023;ITACOATIARA;894;510;;;;;;
08/04/2023;ITACOATIARA;2666;510;;;;;;
09/04/2023;ITACOATIARA;495;510;;;;;;
10/04/2023;ITACOATIARA;2902;510;;;;;;
11/04/2023;ITACOATIARA;2145;510;;;;;;
12/04/2023;ITACOATIARA;1778;510;;;;;;
13/04/2023;ITACOATIARA;1481;510;;;;;;
14/04/2023;ITACOATIARA;1831;510;;;;;;
15/04/2023;ITACOATIARA;1769;510;;;;;;
16/04/2023;ITACOATIARA;535;510;;;;;;
17/04/2023;ITACOATIARA;2051;510;;;;;;
18/04/2023;ITACOATIARA;1960;510;;;;;;
19/04/2023;ITACOATIARA;2025;510;;;;;;
20/04/2023;ITACOATIARA;2360;510;;;;;;
21/04/2023;ITACOATIARA;1243;510;;;;;;
22/04/2023;ITACOATIARA;1709;510;;;;;;
23/04/2023;ITACOATIARA;675;510;;;;;;
24/04/2023;ITACOATIARA;2504;510;;;;;;
25/04/2023;ITACOATIARA;1062;510;;;;;;
26/04/2023;ITACOATIARA;3010;510;;;;;;
27/04/2023;ITACOATIARA;3120;510;;;;;;
28/04/2023;ITACOATIARA;3506;510;;;;;;
29/04/2023;ITACOATIARA;2797;510;;;;;;
30/04/2023;ITACOATIARA;892;510;;;;;;
01/04/2023;JATUARANA;2805;204;;;;;;
02/04/2023;JATUARANA;531;204;;;;;;
03/04/2023;JATUARANA;2613;204;;;;;;
04/04/2023;JATUARANA;2755;204;;;;;;
05/04/2023;JATUARANA;2552;204;;;;;;
06/04/2023;JATUARANA;2863;204;;;;;;
07/04/2023;JATUARANA;701;204;;;;;;
08/04/2023;JATUARANA;3620;204;;;;;;
09/04/2023;JATUARANA;606;204;;;;;;
10/04/2023;JATUARANA;4131;204;;;;;;
11/04/2023;JATUARANA;2847;204;;;;;;
12/04/2023;JATUARANA;2486;204;;;;;;
13/04/2023;JATUARANA;2161;204;;;;;;
14/04/2023;JATUARANA;2587;204;;;;;;
15/04/2023;JATUARANA;2938;204;;;;;;
16/04/2023;JATUARANA;65;204;;;;;;
17/04/2023;JATUARANA;2758;204;;;;;;
18/04/2023;JATUARANA;2316;204;;;;;;
19/04/2023;JATUARANA;2338;204;;;;;;
20/04/2023;JATUARANA;2811;204;;;;;;
21/04/2023;JATUARANA;1794;204;;;;;;
22/04/2023;JATUARANA;2596;204;;;;;;
23/04/2023;JATUARANA;582;204;;;;;;
24/04/2023;JATUARANA;2721;204;;;;;;
25/04/2023;JATUARANA;3087;204;;;;;;
26/04/2023;JATUARANA;2669;204;;;;;;
27/04/2023;JATUARANA;2606;204;;;;;;
28/04/2023;JATUARANA;3800;204;;;;;;
29/04/2023;JATUARANA;3530;204;;;;;;
30/04/2023;JATUARANA;529;204;;;;;;
01/04/2023;JI-PARANÁ;1152;205;;;;;;
02/04/2023;JI-PARANÁ;268;205;;;;;;
03/04/2023;JI-PARANÁ;1419;205;;;;;;
04/04/2023;JI-PARANÁ;1306;205;;;;;;
05/04/2023;JI-PARANÁ;1358;205;;;;;;
06/04/2023;JI-PARANÁ;1711;205;;;;;;
07/04/2023;JI-PARANÁ;449;205;;;;;;
08/04/2023;JI-PARANÁ;1696;205;;;;;;
09/04/2023;JI-PARANÁ;410;205;;;;;;
10/04/2023;JI-PARANÁ;1743;205;;;;;;
11/04/2023;JI-PARANÁ;1138;205;;;;;;
01/04/2023;MANACAPURU;3090;520;;;;;;
02/04/2023;MANACAPURU;778;520;;;;;;
03/04/2023;MANACAPURU;3312;520;;;;;;
04/04/2023;MANACAPURU;2870;520;;;;;;
05/04/2023;MANACAPURU;3067;520;;;;;;
06/04/2023;MANACAPURU;3058;520;;;;;;
07/04/2023;MANACAPURU;174;520;;;;;;
08/04/2023;MANACAPURU;2449;520;;;;;;
09/04/2023;MANACAPURU;605;520;;;;;;
10/04/2023;MANACAPURU;3343;520;;;;;;
11/04/2023;MANACAPURU;2553;520;;;;;;
12/04/2023;MANACAPURU;2145;520;;;;;;
13/04/2023;MANACAPURU;2026;520;;;;;;
14/04/2023;MANACAPURU;2397;520;;;;;;
15/04/2023;MANACAPURU;2261;520;;;;;;
16/04/2023;MANACAPURU;607;520;;;;;;
17/04/2023;MANACAPURU;2617;520;;;;;;
18/04/2023;MANACAPURU;2500;520;;;;;;
19/04/2023;MANACAPURU;2466;520;;;;;;
20/04/2023;MANACAPURU;2664;520;;;;;;
21/04/2023;MANACAPURU;1135;520;;;;;;
22/04/2023;MANACAPURU;2060;520;;;;;;
23/04/2023;MANACAPURU;760;520;;;;;;
24/04/2023;MANACAPURU;2811;520;;;;;;
25/04/2023;MANACAPURU;2919;520;;;;;;
26/04/2023;MANACAPURU;2950;520;;;;;;
27/04/2023;MANACAPURU;3454;520;;;;;;
28/04/2023;MANACAPURU;4044;520;;;;;;
29/04/2023;MANACAPURU;3355;520;;;;;;
30/04/2023;MANACAPURU;930;520;;;;;;
01/04/2023;MANAUARA;3488;119;;;;;;
02/04/2023;MANAUARA;2298;119;;;;;;
03/04/2023;MANAUARA;3308;119;;;;;;
04/04/2023;MANAUARA;3308;119;;;;;;
05/04/2023;MANAUARA;3616;119;;;;;;
06/04/2023;MANAUARA;4299;119;;;;;;
07/04/2023;MANAUARA;2944;119;;;;;;
08/04/2023;MANAUARA;4896;119;;;;;;
09/04/2023;MANAUARA;2209;119;;;;;;
10/04/2023;MANAUARA;3651;119;;;;;;
11/04/2023;MANAUARA;3293;119;;;;;;
12/04/2023;MANAUARA;3012;119;;;;;;
13/04/2023;MANAUARA;3186;119;;;;;;
14/04/2023;MANAUARA;3513;119;;;;;;
15/04/2023;MANAUARA;4445;119;;;;;;
16/04/2023;MANAUARA;3004;119;;;;;;
17/04/2023;MANAUARA;3273;119;;;;;;
18/04/2023;MANAUARA;2914;119;;;;;;
19/04/2023;MANAUARA;3299;119;;;;;;
20/04/2023;MANAUARA;3521;119;;;;;;
21/04/2023;MANAUARA;3741;119;;;;;;
22/04/2023;MANAUARA;3833;119;;;;;;
23/04/2023;MANAUARA;2730;119;;;;;;
24/04/2023;MANAUARA;3288;119;;;;;;
25/04/2023;MANAUARA;2922;119;;;;;;
26/04/2023;MANAUARA;3153;119;;;;;;
27/04/2023;MANAUARA;3378;119;;;;;;
28/04/2023;MANAUARA;3959;119;;;;;;
29/04/2023;MANAUARA;4652;119;;;;;;
30/04/2023;MANAUARA;2935;119;;;;;;
01/04/2023;MATRIZ;5031;101;;;;;;
02/04/2023;MATRIZ;0;101;;;;;;
03/04/2023;MATRIZ;5621;101;;;;;;
04/04/2023;MATRIZ;5231;101;;;;;;
05/04/2023;MATRIZ;5109;101;;;;;;
06/04/2023;MATRIZ;5949;101;;;;;;
07/04/2023;MATRIZ;3;101;;;;;;
08/04/2023;MATRIZ;4841;101;;;;;;
09/04/2023;MATRIZ;0;101;;;;;;
10/04/2023;MATRIZ;5598;101;;;;;;
11/04/2023;MATRIZ;5099;101;;;;;;
12/04/2023;MATRIZ;4687;101;;;;;;
13/04/2023;MATRIZ;4327;101;;;;;;
14/04/2023;MATRIZ;5024;101;;;;;;
15/04/2023;MATRIZ;4898;101;;;;;;
16/04/2023;MATRIZ;0;101;;;;;;
17/04/2023;MATRIZ;5012;101;;;;;;
18/04/2023;MATRIZ;5227;101;;;;;;
19/04/2023;MATRIZ;5104;101;;;;;;
20/04/2023;MATRIZ;5487;101;;;;;;
21/04/2023;MATRIZ;2064;101;;;;;;
22/04/2023;MATRIZ;4588;101;;;;;;
23/04/2023;MATRIZ;0;101;;;;;;
24/04/2023;MATRIZ;5254;101;;;;;;
25/04/2023;MATRIZ;4921;101;;;;;;
26/04/2023;MATRIZ;4790;101;;;;;;
27/04/2023;MATRIZ;5461;101;;;;;;
28/04/2023;MATRIZ;6227;101;;;;;;
29/04/2023;MATRIZ;5474;101;;;;;;
30/04/2023;MATRIZ;0;101;;;;;;
01/04/2023;MILLENNIUM;1344;117;;;;;;
02/04/2023;MILLENNIUM;321;117;;;;;;
03/04/2023;MILLENNIUM;1731;117;;;;;;
04/04/2023;MILLENNIUM;1743;117;;;;;;
05/04/2023;MILLENNIUM;1841;117;;;;;;
06/04/2023;MILLENNIUM;1923;117;;;;;;
07/04/2023;MILLENNIUM;631;117;;;;;;
08/04/2023;MILLENNIUM;1641;117;;;;;;
09/04/2023;MILLENNIUM;355;117;;;;;;
10/04/2023;MILLENNIUM;1972;117;;;;;;
11/04/2023;MILLENNIUM;1818;117;;;;;;
12/04/2023;MILLENNIUM;1618;117;;;;;;
13/04/2023;MILLENNIUM;1473;117;;;;;;
14/04/2023;MILLENNIUM;1635;117;;;;;;
15/04/2023;MILLENNIUM;0;117;;;;;;
16/04/2023;MILLENNIUM;0;117;;;;;;
17/04/2023;MILLENNIUM;1359;117;;;;;;
18/04/2023;MILLENNIUM;1660;117;;;;;;
19/04/2023;MILLENNIUM;1672;117;;;;;;
20/04/2023;MILLENNIUM;1713;117;;;;;;
21/04/2023;MILLENNIUM;876;117;;;;;;
22/04/2023;MILLENNIUM;1153;117;;;;;;
23/04/2023;MILLENNIUM;318;117;;;;;;
24/04/2023;MILLENNIUM;1592;117;;;;;;
25/04/2023;MILLENNIUM;1525;117;;;;;;
26/04/2023;MILLENNIUM;1540;117;;;;;;
27/04/2023;MILLENNIUM;1632;117;;;;;;
28/04/2023;MILLENNIUM;1716;117;;;;;;
29/04/2023;MILLENNIUM;1421;117;;;;;;
30/04/2023;MILLENNIUM;360;117;;;;;;
06/04/2023;NOVA CIDADE;5649;121;;;;;;
07/04/2023;NOVA CIDADE;68;121;;;;;;
08/04/2023;NOVA CIDADE;5958;121;;;;;;
09/04/2023;NOVA CIDADE;2815;121;;;;;;
10/04/2023;NOVA CIDADE;5634;121;;;;;;
11/04/2023;NOVA CIDADE;5174;121;;;;;;
12/04/2023;NOVA CIDADE;4783;121;;;;;;
13/04/2023;NOVA CIDADE;4503;121;;;;;;
14/04/2023;NOVA CIDADE;5204;121;;;;;;
15/04/2023;NOVA CIDADE;5958;121;;;;;;
16/04/2023;NOVA CIDADE;3179;121;;;;;;
17/04/2023;NOVA CIDADE;5623;121;;;;;;
18/04/2023;NOVA CIDADE;5337;121;;;;;;
19/04/2023;NOVA CIDADE;5460;121;;;;;;
20/04/2023;NOVA CIDADE;5403;121;;;;;;
21/04/2023;NOVA CIDADE;4170;121;;;;;;
22/04/2023;NOVA CIDADE;4376;121;;;;;;
23/04/2023;NOVA CIDADE;2750;121;;;;;;
24/04/2023;NOVA CIDADE;4830;121;;;;;;
25/04/2023;NOVA CIDADE;5196;121;;;;;;
26/04/2023;NOVA CIDADE;5262;121;;;;;;
27/04/2023;NOVA CIDADE;5427;121;;;;;;
28/04/2023;NOVA CIDADE;6009;121;;;;;;
29/04/2023;NOVA CIDADE;5916;121;;;;;;
30/04/2023;NOVA CIDADE;3185;121;;;;;;
01/04/2023;PARINTINS;1626;590;;;;;;
02/04/2023;PARINTINS;313;590;;;;;;
03/04/2023;PARINTINS;1917;590;;;;;;
04/04/2023;PARINTINS;1374;590;;;;;;
05/04/2023;PARINTINS;839;590;;;;;;
06/04/2023;PARINTINS;0;590;;;;;;
07/04/2023;PARINTINS;0;590;;;;;;
08/04/2023;PARINTINS;0;590;;;;;;
09/04/2023;PARINTINS;0;590;;;;;;
10/04/2023;PARINTINS;0;590;;;;;;
11/04/2023;PARINTINS;221;590;;;;;;
12/04/2023;PARINTINS;1068;590;;;;;;
13/04/2023;PARINTINS;1076;590;;;;;;
14/04/2023;PARINTINS;1372;590;;;;;;
15/04/2023;PARINTINS;1446;590;;;;;;
16/04/2023;PARINTINS;311;590;;;;;;
17/04/2023;PARINTINS;1493;590;;;;;;
18/04/2023;PARINTINS;1437;590;;;;;;
19/04/2023;PARINTINS;1265;590;;;;;;
20/04/2023;PARINTINS;1548;590;;;;;;
21/04/2023;PARINTINS;527;590;;;;;;
22/04/2023;PARINTINS;1368;590;;;;;;
23/04/2023;PARINTINS;266;590;;;;;;
24/04/2023;PARINTINS;1491;590;;;;;;
25/04/2023;PARINTINS;1638;590;;;;;;
26/04/2023;PARINTINS;1541;590;;;;;;
27/04/2023;PARINTINS;1785;590;;;;;;
28/04/2023;PARINTINS;1969;590;;;;;;
29/04/2023;PARINTINS;1870;590;;;;;;
30/04/2023;PARINTINS;483;590;;;;;;
01/04/2023;PONTA NEGRA;3487;114;;;;;;
02/04/2023;PONTA NEGRA;1938;114;;;;;;
03/04/2023;PONTA NEGRA;2612;114;;;;;;
04/04/2023;PONTA NEGRA;2965;114;;;;;;
05/04/2023;PONTA NEGRA;3246;114;;;;;;
06/04/2023;PONTA NEGRA;3027;114;;;;;;
07/04/2023;PONTA NEGRA;2262;114;;;;;;
08/04/2023;PONTA NEGRA;3331;114;;;;;;
09/04/2023;PONTA NEGRA;1790;114;;;;;;
10/04/2023;PONTA NEGRA;2585;114;;;;;;
11/04/2023;PONTA NEGRA;2343;114;;;;;;
12/04/2023;PONTA NEGRA;2142;114;;;;;;
13/04/2023;PONTA NEGRA;2124;114;;;;;;
14/04/2023;PONTA NEGRA;2256;114;;;;;;
15/04/2023;PONTA NEGRA;3043;114;;;;;;
16/04/2023;PONTA NEGRA;1774;114;;;;;;
17/04/2023;PONTA NEGRA;2108;114;;;;;;
18/04/2023;PONTA NEGRA;1984;114;;;;;;
19/04/2023;PONTA NEGRA;1986;114;;;;;;
20/04/2023;PONTA NEGRA;2213;114;;;;;;
21/04/2023;PONTA NEGRA;2815;114;;;;;;
22/04/2023;PONTA NEGRA;2186;114;;;;;;
23/04/2023;PONTA NEGRA;1615;114;;;;;;
24/04/2023;PONTA NEGRA;2451;114;;;;;;
25/04/2023;PONTA NEGRA;2429;114;;;;;;
26/04/2023;PONTA NEGRA;2232;114;;;;;;
27/04/2023;PONTA NEGRA;2318;114;;;;;;
28/04/2023;PONTA NEGRA;2659;114;;;;;;
29/04/2023;PONTA NEGRA;3418;114;;;;;;
30/04/2023;PONTA NEGRA;1789;114;;;;;;
01/04/2023;PONTA NEGRA SHOPPING;2013;120;;;;;;
02/04/2023;PONTA NEGRA SHOPPING;1480;120;;;;;;
03/04/2023;PONTA NEGRA SHOPPING;1591;120;;;;;;
04/04/2023;PONTA NEGRA SHOPPING;1508;120;;;;;;
05/04/2023;PONTA NEGRA SHOPPING;1849;120;;;;;;
06/04/2023;PONTA NEGRA SHOPPING;1995;120;;;;;;
07/04/2023;PONTA NEGRA SHOPPING;1560;120;;;;;;
08/04/2023;PONTA NEGRA SHOPPING;2370;120;;;;;;
09/04/2023;PONTA NEGRA SHOPPING;1155;120;;;;;;
10/04/2023;PONTA NEGRA SHOPPING;1653;120;;;;;;
11/04/2023;PONTA NEGRA SHOPPING;1363;120;;;;;;
12/04/2023;PONTA NEGRA SHOPPING;1596;120;;;;;;
13/04/2023;PONTA NEGRA SHOPPING;1395;120;;;;;;
14/04/2023;PONTA NEGRA SHOPPING;90;120;;;;;;
15/04/2023;PONTA NEGRA SHOPPING;1664;120;;;;;;
16/04/2023;PONTA NEGRA SHOPPING;1291;120;;;;;;
17/04/2023;PONTA NEGRA SHOPPING;1364;120;;;;;;
18/04/2023;PONTA NEGRA SHOPPING;1197;120;;;;;;
19/04/2023;PONTA NEGRA SHOPPING;1495;120;;;;;;
20/04/2023;PONTA NEGRA SHOPPING;1535;120;;;;;;
21/04/2023;PONTA NEGRA SHOPPING;1824;120;;;;;;
22/04/2023;PONTA NEGRA SHOPPING;312;120;;;;;;
23/04/2023;PONTA NEGRA SHOPPING;0;120;;;;;;
24/04/2023;PONTA NEGRA SHOPPING;1377;120;;;;;;
25/04/2023;PONTA NEGRA SHOPPING;1281;120;;;;;;
26/04/2023;PONTA NEGRA SHOPPING;1407;120;;;;;;
27/04/2023;PONTA NEGRA SHOPPING;1360;120;;;;;;
28/04/2023;PONTA NEGRA SHOPPING;1676;120;;;;;;
29/04/2023;PONTA NEGRA SHOPPING;2117;120;;;;;;
30/04/2023;PONTA NEGRA SHOPPING;1553;120;;;;;;
01/04/2023;PORTO VELHO CENTRO;2399;201;;;;;;
02/04/2023;PORTO VELHO CENTRO;0;201;;;;;;
03/04/2023;PORTO VELHO CENTRO;2756;201;;;;;;
04/04/2023;PORTO VELHO CENTRO;2508;201;;;;;;
05/04/2023;PORTO VELHO CENTRO;2392;201;;;;;;
06/04/2023;PORTO VELHO CENTRO;2746;201;;;;;;
07/04/2023;PORTO VELHO CENTRO;414;201;;;;;;
08/04/2023;PORTO VELHO CENTRO;2698;201;;;;;;
09/04/2023;PORTO VELHO CENTRO;0;201;;;;;;
10/04/2023;PORTO VELHO CENTRO;2999;201;;;;;;
11/04/2023;PORTO VELHO CENTRO;2221;201;;;;;;
12/04/2023;PORTO VELHO CENTRO;1928;201;;;;;;
13/04/2023;PORTO VELHO CENTRO;1738;201;;;;;;
14/04/2023;PORTO VELHO CENTRO;1820;201;;;;;;
15/04/2023;PORTO VELHO CENTRO;2021;201;;;;;;
16/04/2023;PORTO VELHO CENTRO;0;201;;;;;;
17/04/2023;PORTO VELHO CENTRO;1927;201;;;;;;
18/04/2023;PORTO VELHO CENTRO;1807;201;;;;;;
19/04/2023;PORTO VELHO CENTRO;1672;201;;;;;;
20/04/2023;PORTO VELHO CENTRO;1716;201;;;;;;
21/04/2023;PORTO VELHO CENTRO;761;201;;;;;;
22/04/2023;PORTO VELHO CENTRO;1910;201;;;;;;
23/04/2023;PORTO VELHO CENTRO;0;201;;;;;;
24/04/2023;PORTO VELHO CENTRO;1954;201;;;;;;
25/04/2023;PORTO VELHO CENTRO;1979;201;;;;;;
26/04/2023;PORTO VELHO CENTRO;1948;201;;;;;;
27/04/2023;PORTO VELHO CENTRO;1729;201;;;;;;
28/04/2023;PORTO VELHO CENTRO;2256;201;;;;;;
29/04/2023;PORTO VELHO CENTRO;2091;201;;;;;;
30/04/2023;PORTO VELHO CENTRO;0;201;;;;;;
01/04/2023;PORTO VELHO SHOPPING;3292;202;;;;;;
02/04/2023;PORTO VELHO SHOPPING;2276;202;;;;;;
03/04/2023;PORTO VELHO SHOPPING;2488;202;;;;;;
04/04/2023;PORTO VELHO SHOPPING;2443;202;;;;;;
05/04/2023;PORTO VELHO SHOPPING;2486;202;;;;;;
06/04/2023;PORTO VELHO SHOPPING;2770;202;;;;;;
07/04/2023;PORTO VELHO SHOPPING;2545;202;;;;;;
08/04/2023;PORTO VELHO SHOPPING;3904;202;;;;;;
09/04/2023;PORTO VELHO SHOPPING;2104;202;;;;;;
10/04/2023;PORTO VELHO SHOPPING;2947;202;;;;;;
11/04/2023;PORTO VELHO SHOPPING;2329;202;;;;;;
